DomainName	Company	Category	Description	
imallcdn.net	Online republic	Travel Search Tools	Online Republic is a global travel group specialising in cruise, car rental and motorhome travel bookings. Our angle is simple. Give customers better value, better advice and better service than they can find anywhere else, on or offline.	
impact-ad.jp	Digital Advertising Consortium Inc.	Advertising	Digital Advertising Consortium (DAC) is one of Japan's leading company in online advertising  focusing on Agent, Diversified Advertising Service and Media fields.	
impdesk.com	Infectious Media Ltd.	Advertising	Infectious Media deliver customised real-time advertising campaigns powered by BIG data, integrated and processed using our data management platform...	
impressiondesk.com	Infectious Media Ltd	Advertising	Impression Desk is our multi-exchange trading &#039;engine&#039;. It&#039;s more than just a &#039;DSP&#039;. It&#039;s a combination of core DSP technologies with additional proprietary data, technology and service layers on top. We&#039;ve developed it based on our requirements and experience of serving UK and European focussed advertisers	
imrworldwide.com	The Nielsen Company	Surveys	The Nielsen Company, a leading global information and measurement company, provides market research, insights & data about what people watch & what people buy.	
incisivemedia.com	Incisive Media	Business News	Incisive Media, one of the world&#039;s fastest growing B2B information providers, delivers world class content in print, in person and online.	
infinity-tracking.net	Infinity Tracking Ltd.	Call Tracking	Infinity Call Tracking is a complete analytics tracking service with integrated call tracking capabilities. With Infinity Call Tracking, you can track calls from your website and know exactly what marketing activity brought them there; whether it was from another website, Google or your PPC campaign.	
inktad.com	Ink	Advertising	Ink is a global leader in Travel media. We are experts in producing inflight media and inflight advertising, which includes inflight magazines and targeted advertising	
inq.com	Touch Commerce	Live Support	TouchCommerce enables you to engage with your customers anytime, anywhere, on any device they choose. Our omni-channel engagement solutions deliver the experience your customers have come to expect. Learn more about the different ways TouchCommerce can help you meet and exceed your sales and support business goals.	
inside-graph.com	PowerFront	Web Design	Integrated solutions & ongoing improvements.	
insightexpressai.com	Insight Express	Analytics	InsightExpress is a leading provider of media analytics and marketing accountability solutions for brand marketers. The company's proprietary solutions provide a holistic approach to advertising measurement that quantifies the return on marketing investment for online, mobile, tablet and cross-media campaigns.	
insipio.com	Insipio	Accessibility	Insipio is a Swedish company that provides server-based services in the area of increased information accessibility of electronically stored information, particularly for Internet and mobile solutions.	
inskinmedia.com	InSkin Media Ltd.	Advertising	InSkin Media is a market-leading advertising technology business, specialising in high-impact online video &amp; display advertising formats	
inspectlet.com	Inspectlet	Analytics	Inspectlet records videos of your visitors as they use your site, allowing you to see everything they do. See every mouse movement, scroll, click, and keypress on your site. You never need to wonder how visitors are using your site again.	
instagram.com	Instagram	Photographic Gallery	Instagram is a fast, beautiful and fun way to share your life with friends and family. Take a picture or video, choose a filter to transform its look and feel, then post to Instagram — it&#039;s that easy. You can even share to Facebook, Twitter, Tumblr and more. It&#039;s a new way to see the world.	
instansive.com	Instansive	Image Interactivity	Instansive is responsive Instagram widget for Your website or blog.	
instantservice.com	Oracle Corporation	Marketing Platform	Oracle acquired Art Technology Group (ATG), a leading provider of eCommerce software and related on demand commerce optimization applications, in 2010. ATG's solutions enable enterprises to provide a cohesive online customer experience with sophisticated merchandising, marketing, content personalization, automated recommendations, and live-help services.	
